Familia,Miembro,Nombre Completo,Fecha de nacimiento,Residencia,Nacionalidad,Cargos,Educación,Empleador,Área,Medios,Movimientos,Familiares
Familia Concha (Chile),Melchor de Santiago Concha y Cerda,Melchor de Santiago-Concha y de la Cerda,17 de marzo de 1799,,Chilena,Político,Instituto Nacional Universidad Nacional Mayor de San Marcos,,,,,{}
Familia Concha (Chile),Álvaro Espinoza (actor),Álvaro Marcelo Espinoza Concha,3 de marzo de 1974 (51 años) Santiago de Chile ( Chile ),La Reina,Chilena,Actor,Pontificia Universidad Católica de Chile ( Egresado en Actuación ; 1994-1996),,"Artes escénicas , cinematografía y televisión",,,{'Marcela Espinoza': '[1] /w/index.php?title=Marcela_Espinoza&action=edit&redlink=1'}
Familia Concha (Chile),Andrés Concha,Mario Andrés Concha Rodríguez,31 de marzo de 1944 Santiago de Chile ( Chile ),,Chilena,Empresario e ingeniero de ventas,Universidad de Chile Saint George's College,,,,,{}
Familia Concha (Chile),Jaime Concha,,"5 de abril de 1922 Talca , Chile",,Chilena,"Abogado, historiador y político",Universidad Católica de Chile,,,,,{}
Familia Concha (Chile),Joaquín Prieto Concha,,10 de julio de 1892 Santiago de Chile ( Chile ),,Chilena,"Abogado , empresario y político",Universidad de Chile,,,,,"{'José Joaquín Prieto': '[1] /wiki/Jos%C3%A9_Joaqu%C3%ADn_Prieto', '[1]': '[2] #cite_note-bcn-1', 'Claudio Matte Pérez': '[3] /wiki/Claudio_Matte_P%C3%A9rez'}"
Familia Concha (Chile),Isaac Hevia,,"11 de abril de 1870 Talca , Chile","Santiago , Chile",Chilena,Ingeniero civil y político,Universidad de Chile,,,Bomberos de Chile,,{'Óscar Herrera Palacios': '[1] /wiki/%C3%93scar_Herrera_Palacios'}
Familia Concha (Chile),Miguel Concha Quezada,,27 de mayo de 1910 Santiago de Chile ( Chile ),,Chilena,Economista y político,Universidad Obrera de México,,,,,{}
Familia Concha (Chile),Eduardo Yrarrázaval,,"junio de 1894 Santiago , Chile",,Chilena,Agricultor y político,,,,,,{'Manuel José Yrarrázaval': '[1] /wiki/Manuel_Jos%C3%A9_Yrarr%C3%A1zaval'}
Familia Concha (Chile),Ángel Concha,,"1843 Santiago , Chile Chile",,Chilena,abogado y político,,,,,,{}
Familia Cortés de Monroy,Pedro de la Fuente y Rojas,,"25 de marzo de 1679 San Clemente de Mancera , Virreinato del Perú",,,,,,,,,{}
Familia Cortés de Monroy,Pedro Cortés de Monroy,,,,,,,,,,,{}
Familia Cortés de Monroy,Pedro Cortés de Monroy y Zavala,,,,,,,,,,,{}
Familia Cortés de Monroy,Francisco de Aguirre Cortés Monroy,,c. 1630 La Serena ( Chile ),,Chilena,Político,,,,,,{}
Familia Cortés de Monroy,Agustín de Rojas y Cortés Monroy,,La Serena ( Chile ),,Chilena,,,,,,,{}
Familia Cortés de Monroy,Federico Varela Cortés de Monroy,,18 de mayo de 1826 Ovalle ( Chile ),,Chilena,Político,,,,,,{}
Familia Cortés de Monroy,Fernando de la Fuente y Rojas,,"18 de diciembre de 1671 Pisco , Virreinato del Perú",,Española,,,,,,,{}
Familia Cortés de Monroy,Marquesado del Valle de Oaxaca,,,,,,,,,,,{}
Familia Cortés de Monroy,Familia Cortés de Monroy,,,,,,,,,,,{}
Familia Cortés de Monroy,Marquesado de Piedra Blanca de Guana,,,,,,,,,,,{}
Familia Cortés de Monroy,Pedro Cortés y Mendoza,,,,,,,,,,,{}
Familia Cousiño,Matías Cousiño,Matías Cousiño Jorquera,"23 de febrero de 1810 Santiago , Reino de Chile , Imperio español",,Chilena,Empresario,,,,,,{}
Familia Cousiño,Isidora Goyenechea,Isidora Goyenechea Gallo,"1835 Copiapó , Chile",,Chilena,Empresaria,,,,,,{}
Familia Cousiño,Micaela Cousiño Quiñones de León,,,,,,,,,,,{}
Familia Cousiño,Luis Cousiño,,"1835 Santiago , Chile",,Chilena,"Empresario, político",,,,,,{}
Familia Cousiño,Carlos Cousiño,,9 de abril de 1859 Santiago de Chile ( Chile ),,,"Industrial , filántropo y coleccionista de arte",,,,,,{}
Familia Cousiño,Ricardo Lyon,,"1863 Valparaíso , Chile",,Chilena,Comerciante,,,,,,{'Jorge Astaburuaga Lyon': '[1] /wiki/Jorge_Astaburuaga_Lyon'}
Familia Cousiño,Buenaventura Cousiño,Buenaventura Cousiño Jorquera,"18 de julio de 1808 Renca , Chile",,Chilena,Abogado y Profesor,Instituto Nacional Real Universidad de San Felipe,,,,,{}
Familia Cousiño,Luis Cousiño Talavera,,"5 de mayo de 1874 Santiago , Chile",Santiago de Chile,Chileno,"Abogado , notario y director del museo nacional de bellas artes de Santiago de Chile .",Universidad de Chile,,,,,{}
Familia Cousiño,Ignacio Cousiño,,"28 de diciembre de 1915 Santiago , Chile",,Chilena,"Empresario , dirigente gremial y político",,,,,,"{'Buenaventura Cousiño Jorquera': '[1] /wiki/Buenaventura_Cousi%C3%B1o_Jorquera', 'Matías Cousiño Jorquera': '[2] /wiki/Mat%C3%ADas_Cousi%C3%B1o_Jorquera', 'Luis Cousiño Mac Iver': '[3] /wiki/Luis_Cousi%C3%B1o_Mac_Iver'}"
Familia Cousiño,Luis Cousiño Mac Iver,,"8 de septiembre de 1903 Valparaíso , Chile",,Chilena,Abogado de derecho penal y académico Universidad de Chile,Universidad de Chile Colegio de los Sagrados Corazones de Viña Del Mar,,,,,{}
Familia Cruz (Chile),Anselmo de la Cruz,,"19 de abril de 1764 San Agustín de Talca , Reino de Chile , Imperio español","Santiago , Chile",Chilena,Militar y político,Convictorio Carolino,,,,,{}
Familia Cruz (Chile),Alberto Cruz Covarrubias,,7 de febrero de 1917 Santiago de Chile ( Chile ),,Chilena,Arquitecto,,,,,,{}
Familia Cruz (Chile),Pedro Nolasco Cruz Vergara,,"18 de abril de 1857 Molina ( provincia de Talca , Chile )",,Chilena,"Político , escritor , abogado y crítico literario",Universidad de Chile Colegio de los Sagrados Corazones de Santiago,,,,,{}
Familia Cruz (Chile),Eduardo Cruz-Coke,Eduardo Cruz-Coke Lassabe,22 de abril de 1899 Valparaíso ( Chile ),,Chilena,"Diplomático , político y médico",Universidad de Chile Colegio de los Sagrados Corazones de Santiago,,,Académie Nationale de Médecine Academia Pontificia de las Ciencias,,{'Luciano Cruz-Coke': '[1] /wiki/Luciano_Cruz-Coke'}
Familia Cruz (Chile),José Raymundo del Río,,1783,,Chilena,Político,,,,,,{}
Familia Cruz (Chile),Rodrigo Cruz Matta,,"16 de febrero de 1953 (72 años) Santiago , Chile","Santiago , Chile",Chilena,Administrador de empresas,Instituto de Publicidad y Ventas,,,,,{}
Familia Cruz (Chile),Mateo de la Cruz,Mateo de la Cruz y Burgos,"1776 San Agustín de Talca , Capitanía General de Chile",,Chilena,"Militar , político",Real Universidad de San Felipe,,,,,{}
Familia Cruz (Chile),Nicolás de la Cruz Bahamonde,Nicolás de la Cruz y Bahamonde,"1760 San Agustín de Talca , Capitanía General de Chile",,Chileno,Militar y escritor,,,,,,{}
Familia Cruz (Chile),Juan Manuel de la Cruz,Juan Manuel de la Cruz y Bahamonde,"23 de julio de 1756 San Agustín de Talca , Reino de Chile , Imperio español",,Chilena,"Militar , político",,,,,,{}
Familia Cruz (Chile),Eugenio Cruz Vargas,Eugenio Cruz Vargas [ 1 ] ​,"2 de octubre de 1923 Santiago de Chile ( provincia de Santiago , Chile )",,Chilena,"Pintor , escritor y publicista",Colegio San Ignacio Escuela del Louvre,,,,,"{'Andrés Bello': '[1] /wiki/Andr%C3%A9s_Bello', 'Pedro Nolasco Cruz Vergara': '[2] /wiki/Pedro_Nolasco_Cruz_Vergara'}"
Familia Cruz (Chile),Vicente de la Cruz,,"julio de 1753 San Agustín de Talca , Capitanía General de Chile",Talca,Chilena,"Militar, comerciante de ultramar y hacendado",,,,,,{}
Familia Cruz (Chile),Condado de Maule,,,,,,,,,,,{}
Familia Cruz (Chile),Familia Cruz,,,,,,,,,,,{}
Familia Cruz (Chile),Casimiro Albano Pereira,Casimiro Albano Pereira de la Cruz,"1783 Talca , Imperio español",,Chilena,"Sacerdote , Senador y Diputado",,,,,,{}
Familia Cruz (Chile),Francisco Antonio Pinto Cruz,,"15 de agosto de 1858 Concepción , República de Chile",,Chileno,"Abogado , político , diplomático",,,,,,{'Aníbal Pinto Santa Cruz': '[1] /wiki/An%C3%ADbal_Pinto_Santa_Cruz'}
Familia Cruz (Chile),Alberto Cruz Montt,,1879 Valparaíso,,Chilena,Arquitecto y profesor universitario,,Pontificia Universidad Católica de Chile Universidad de Chile,Arquitectura,,,{}
Familia Cruz (Chile),Juan Albano Pereira de la Cruz,Juan Albano Pereira de la Cruz,"1780 Talca , Reino de Chile , Imperio español",,Chilena,Senador y Diputado,,,,,,{}
Familia Cruz (Chile),Guillermo Feliú,,"3 de mayo de 1900 Talca , Chile",,Chilena,Historiador y académico,Universidad de Chile,"Universidad de Chile Dirección de Bibliotecas, Archivos y Museos",,,,{}
Familia Cruz (Chile),Juan Albano Pereira Márquez,,"1728 Colônia do Santíssimo Sacramento ,",,,"comerciante , padrino de Bernardo O'Higgins",,,,,,{}
Familia Cruz (Chile),Fabio Cruz,,"28 de abril de 1927 Santiago , Chile",,Chilena,Arquitecto,Universidad Católica de Chile,,,,,{}
Familia Cruz-Coke,Luciano Cruz-Coke,Luciano Cruz-Coke Carvallo,"1 de julio de 1970 (54 años) Santiago , Chile","Santiago , Chile",Chilena,Actor y político,Instituto de Teatro y Cine Lee Strasberg Universidad Academia de Humanismo Cristiano,,,Chile Vamos,,"{'Eduardo Cruz-Coke': '[1] /wiki/Eduardo_Cruz-Coke', 'Marta Cruz-Coke': '[2] /wiki/Marta_Cruz-Coke'}"
Familia Cruz-Coke,Marta Cruz-Coke,Marta Celeste Eliana Cruz Coke Madrid,13 de octubre de 1923 Santiago de Chile ( Chile ),,Chilena,"filósofa, gestora cultural",,,,,,{'Luciano Cruz-Coke': '[1] /wiki/Luciano_Cruz-Coke'}
Familia Cruz-Coke,Eduardo Cruz-Coke,Eduardo Cruz-Coke Lassabe,22 de abril de 1899 Valparaíso ( Chile ),,Chilena,"Diplomático , político y médico",Universidad de Chile Colegio de los Sagrados Corazones de Santiago,,,Académie Nationale de Médecine Academia Pontificia de las Ciencias,,{'Luciano Cruz-Coke': '[1] /wiki/Luciano_Cruz-Coke'}
Familia Cruz-Coke,Carlos Cruz-Coke Ossa,,25 de mayo de 1932 Santiago de Chile ( Chile ),,Chilena,Jurista,Universidad de Chile ( Abogado ; hasta 1962) Instituto de Estudios Políticos de París ( Ciencia política ; hasta 1963) Sorbonne Universidad de París (Ciencia política; hasta 1963) Universidad Harvard ( Derecho constitucional comparado ; hasta 1968) Universidad Stanford (hasta 1969),Universidad de Chile Universidad Bernardo O'Higgins Universidad Gabriela Mistral Universidad del Desarrollo Universidad Finis Terrae (hasta 2014),Derecho constitucional,,,{}
Familia Cruzat,Carlos Cruzat,,,,,,,,,,,{}
Familia Cruzat,José Antonio Guzmán Cruzat,,"4 de enero de 1967 (58 años) Santiago , Chile",,Chilena,Abogado y académico,Universidad Católica de Chile,Universidad de los Andes,,,,{}
Familia Cruzat,Felipe Cruzat,,"27 de junio de 1997 Santiago , Chile Chile",,Chilena,,Colegio de los Sagrados Corazones de Manquehue‎,,,,,{}
Familia Cruzat,Aurelio Cruzat Ortega,,"1883 Santiago , Chile",,Chilena,Abogado y político,Curso Fiscal de Leyes de Concepción,,,,,{'Aníbal Cruzat Ortega': '[1] /wiki/An%C3%ADbal_Cruzat_Ortega'}
Familia Cruzat,Ricardo Cruzat Hurtado,,"18 de octubre de 1845 Santiago , Chile Chile",,Chilena,"Abogado , agricultor y político",Universidad de Chile,,,,,{}
Familia Cruzat,Ricardo Cruzat Ochagavía,,"6 de abril de 1962 (63 años) Santiago , Chile","Santiago , Chile",Chilena,Ingeniero comercial,Universidad de Chile,Grupo CGE,,,,{}
Familia Cruzat,Álvaro Cruzat,,"1971 (48-49 años) Santiago , Chile","Santiago , Chile",Chilena,"Ingeniero agrónomo , ejecutivo de empresas y político",Universidad Católica de Chile,,,,,{}
Familia Cruzat,Aníbal Cruzat Ortega,,"2 de agosto de 1888 San Carlos , Chile",,Chilena,Abogado y político,Curso de Leyes de Valparaíso,,,,,"{'Aurelio Cruzat Ortega': '[1] /wiki/Aurelio_Cruzat_Ortega', 'Felipe Santiago Matta Aguirre': '[2] /wiki/Felipe_Santiago_Matta_Aguirre'}"
Familia Cueto,Juan Cueto Sierra,,"1929 Colunga , España","Santiago , Chile / Colunga , España",Española - chilena,Contador auditor y empresario,Instituto Superior de Comercio,,,,,{}
Familia Cueto,Enrique Cueto,Enrique Miguel Cueto Plaza,5 de enero de 1959 (66 años),"Santiago , Chile",Chilena,Ingeniero comercial y Empresario,Universidad Católica de Chile,,,,,{'Ignacio Cueto': '[1] /wiki/Ignacio_Cueto'}
Familia Cueto,Ignacio Cueto,Ignacio Javier Cueto Plaza,12 de enero de 1964 (61 años) Santiago Chile Chile,"Santiago , Chile",Chilena,Ingeniero comercial y empresario,Universidad Gabriela Mistral,,,,,{'Enrique Cueto': '[1] /wiki/Enrique_Cueto'}
Familia De Solminihac,Patricio de Solminihac,,"30 de mayo de 1955 (69 años) Puerto Montt , Chile","Santiago , Chile",Chilena,Ingeniero civil y empresario,Universidad Católica de Chile,SQM,,,,{}
Familia De Solminihac,Hernán de Solminihac,,"11 de enero de 1958 (67 años) Puerto Montt , Chile","Santiago , Chile",Chilena,"Ingeniero civil , académico , investigador y consultor",Universidad Católica de Chile,,,,,{}
Familia Di Girolamo,Raffaella di Girolamo,Raffaella Frigerio Di Girolamo,"18 de enero de 1978 (47 años) Santiago , Chile",Santiago de Chile,Chilena,"Psicóloga , sexóloga y escritora",,,,,,"{'Antonio Di Girolamo': '[1] /wiki/Antonio_Di_Girolamo', 'Pedro Di Girolamo': '[2] /wiki/Pedro_Di_Girolamo'}"
Familia Di Girolamo,Claudio di Girolamo,Claudio di Girolamo Carlini,31 de octubre de 1929 (95 años) Roma ( Italia ),Vitacura,Italiana Chilena,"Director , dramaturgo , pintor escenógrafo , conductor de televisión , asesor cultural",Accademia di Belle Arti di Roma Pontificia Universidad Católica de Chile,,,,,"{'Raffaella': '[1] /wiki/Raffaella_di_Girolamo', 'Antonio': '[2] /wiki/Antonio_Campos_Di_Girolamo', 'Pedro': '[3] /wiki/Pedro_Campos_Di_Girolamo', 'Mariana': '[4] /wiki/Mariana_di_Girolamo', 'Beatrice': '[5] /wiki/Beatrice_di_Girolamo', 'Vittorio': '[6] /w/index.php?title=Vittorio_di_Girolamo&action=edit&redlink=1', 'Paolo': '[7] /w/index.php?title=Paolo_di_Girolamo&action=edit&redlink=1'}"
Familia Di Girolamo,Mariana di Girolamo,Mariana Di Girolamo Arteaga,22 de octubre de 1990 (34 años) Santiago ( Chile ),Providencia,Chilena,Actriz,,,,,,{'Familia Di Girolamo': '[1] /wiki/Categor%C3%ADa:Familia_Di_Girolamo'}
Familia Di Girolamo,Claudia di Girolamo,Claudia Del Carmen Di Girolamo Quesney,30 de diciembre de 1956 (68 años) Vitacura ( Chile ),Santiago de Chile,Chilena,"Actriz (desde 1978) , directora de teatro (desde 1996) y dramaturga (desde 2011)",,,Artes escénicas,Sindicato de Actores de Chile,,{'Familia di Girolamo': '[1] /wiki/Categor%C3%ADa:Familia_Di_Girolamo'}
Familia Di Girolamo,Antonio Campos Di Girolamo,Antonio Campos Di Girolamo,29 de abril de 1985 (39 años) Santiago de Chile ( Chile ),Providencia,Chilena,Actor y director de teatro,Saint George's College Universidad de Chile ( Actuación ; 2005-2008),,Artes escénicas,,,{'Familia Di Girolamo': '[1] /wiki/Categor%C3%ADa:Familia_Di_Girolamo'}
Familia Di Girolamo,Beatrice di Girolamo,Beatrice di Girolamo Armanet [ 1 ] ​,"1972 [ 1 ] ​ Santiago , Chile",,Chilena,Artista,,,,,,{}
Familia Di Girolamo,Pedro Campos Di Girolamo,Pedro Campos di Girolamo,17 de septiembre de 1988 (36 años) Austin ( Estados Unidos ),Providencia,Chilena y estadounidense,Actor y director de teatro,Saint George's College Universidad Mayor ( Actuación ; 2007-2010),,Artes escénicas,,,{'Familia Di Girolamo': '[1] /wiki/Categor%C3%ADa:Familia_Di_Girolamo'}
Familia Echaurren,Federico Errázuriz Echaurren,Virginio Federico Guillermo Rufino Arcadio Florentino Lamberto Errázuriz y Echaurren,"16 de noviembre de 1850 Santiago , Chile","Valparaíso , Chile",Chilena,Abogado y político,Universidad de Chile,,,,,"{'Rafael Errázuriz Echaurren': '[1] /wiki/Rafael_Err%C3%A1zuriz_Echaurren', 'Ladislao Errázuriz Echaurren': '[2] /wiki/Ladislao_Err%C3%A1zuriz_Echaurren', 'María Errázuriz Echaurren': '[3] /wiki/Mar%C3%ADa_Err%C3%A1zuriz_Echaurren', 'Germán Riesco': '[4] /wiki/Germ%C3%A1n_Riesco'}"
Familia Echaurren,Jorge Prat,,"24 de abril de 1918 Santiago , Chile","Santiago , Chile",Chilena,Político y abogado,Colegio de los Sagrados Corazones de Santiago ( Educación secundaria ) Pontificia Universidad Católica de Chile ( Abogado ; hasta 1941),Pontificia Universidad Católica de Chile,Derecho civil y Derecho social,,,"{'Arturo Prat Chacón': '[1] /wiki/Arturo_Prat_Chac%C3%B3n', 'Arturo Alemparte Quiroga': '[2] /wiki/Arturo_Alemparte_Quiroga'}"
Familia Echaurren,Eulogia Echaurren,,"1 de enero de 1830 Santiago , Chile Chile",,Chilena,Política,,,,,,{'Germán Riesco': '[1] /wiki/Germ%C3%A1n_Riesco'}
Familia Echaurren,Agustín Lazcano Echaurren,,,,,,,,,,,{}
Familia Echaurren,Prudencio Lazcano Echaurren,,"1850 Santiago , Chile","Santiago , Chile",Chilena,Abogado y político,Colegio San Ignacio Instituto Nacional,,,,,{'Fernando Lazcano Echaurren': '[1] /wiki/Fernando_Lazcano_Echaurren'}
Familia Echaurren,Roberto Matta,Roberto Sebastián Antonio Matta Echaurren,"11 de noviembre de 1911 Santiago , Chile",París y Tarquinia,"Chilena , francesa , española y cubana","Pintor , escultor , arquitecto , diseñador , grabador , litógrafo , artista gráfico y artista visual",Pontificia Universidad Católica de Chile Colegio de los Sagrados Corazones de Santiago,,Pintura,Real Academia de Artes,,{'Víctor Echaurren Valero': '[1] /wiki/V%C3%ADctor_Echaurren_Valero'}
Familia Echaurren,Plaza Echaurren,,,,,,,,,,,{}
Familia Echaurren,Silvestre Ochagavía Echaurren,,28 de julio de 1862 Santiago de Chile ( Chile ),,Chilena,"Político , abogado y ministro",Universidad de Chile Colegio de los Sagrados Corazones de Santiago,,,,,{}
Familia Echaurren,Máximo Mujica,,"1812 Santiago de Chile , Chile",,Chilena,Abogado,,,,,,{}
Familia Echaurren,María Errázuriz,María Errázuriz Echaurren,1861 Chile,,Chilena,Política,,,,,,"{'Federico Errázuriz Echaurren': '[1] /wiki/Federico_Err%C3%A1zuriz_Echaurren', 'Ladislao Errázuriz Echaurren': '[2] /wiki/Ladislao_Err%C3%A1zuriz_Echaurren', 'Rafael Errázuriz Echaurren': '[3] /wiki/Rafael_Err%C3%A1zuriz_Echaurren'}"
Familia Echaurren,Gregorio de Echaurren Herrera,José Gregorio Dimas Echaurren Herrera,"1791 Santiago , Capitanía General de Chile",,Chilena,Político,,,,,,{}
Familia Echaurren,José Francisco Echaurren,,"1 de enero de 1854 Santiago , Chile Chile",,Chilena,,Instituto Nacional José Miguel Carrera,,,,,{}
Familia Echaurren,Víctor Echaurren Valero,,"23 de diciembre de 1862 Santiago , Chile",,Chilena,Abogado,Colegio de los Sagrados Corazones de Santiago,,,,,{}
Familia Echaurren,Pablo Echaurren,,22 de enero de 1951 (74 años) Roma ( Italia ),,Italiana,"Pintor , escritor , historietista y ceramista",,,,Academia de San Lucas,,{}
Familia Echaurren,Jorge Prieto Echaurren,,"20 de marzo de 1874 Santiago de Chile , Chile Chile",,Chilena,Abogado,Universidad de Chile Colegio de los Sagrados Corazones de Santiago,,,,,{}
Familia Echaurren,José Francisco Echaurren Larraín,,"24 de julio de 1823 Santiago , Chile Chile",,,político,,,,,,{}
Familia Echaurren,Fernando Lazcano Echaurren,Fernando Liborio Lazcano Echaurren,"23 de julio de 1848 Santiago , Chile","Santiago , Chile",Chilena,"Abogado , político y terrateniente",Universidad de Chile Instituto Nacional Colegio San Ignacio,,,,,"{'Prudencio Lazcano Echaurren': '[1] /wiki/Prudencio_Lazcano_Echaurren', 'Federico Errázuriz Echaurren': '[2] /wiki/Federico_Err%C3%A1zuriz_Echaurren'}"
Familia Echaurren,Ladislao Errázuriz Echaurren,Ladislao Errázuriz Echaurren,"26 de junio de 1856 Santiago , Chile",,Chilena,Agricultor y político,,,,,,"{'Federico Errázuriz Echaurren': '[1] /wiki/Federico_Err%C3%A1zuriz_Echaurren', 'Rafael Errázuriz Echaurren': '[2] /wiki/Rafael_Err%C3%A1zuriz_Echaurren', 'María Errázuriz Echaurren': '[3] /wiki/Mar%C3%ADa_Err%C3%A1zuriz_Echaurren'}"
Familia Echaurren,Francisco Echaurren,Francisco de Paula de la Santísima Trinidad Hilarión Rafael José Ramón de los Dolores Echaurren Garcia-Huidobro [ 1 ] ​,"21 de octubre de 1824 Santiago , Chile Chile",,Chilena,político,,,,,,{}
Familia Echaurren,Javier Errázuriz Echaurren,,"4 de febrero de 1853 Santiago , Chile Chile",,chilena,"abogado, político",Universidad de Chile Colegio San Ignacio,,,,,{}
Familia Echaurren,Rafael Errázuriz Echaurren,,"23 de octubre de 1866 Santiago , Chile",,Chilena,Agricultor y político,Colegio San Ignacio,,,,,"{'Federico Errázuriz Echaurren': '[1] /wiki/Federico_Err%C3%A1zuriz_Echaurren', 'Ladislao Errázuriz Echaurren': '[2] /wiki/Ladislao_Err%C3%A1zuriz_Echaurren', 'María Errázuriz Echaurren': '[3] /wiki/Mar%C3%ADa_Err%C3%A1zuriz_Echaurren'}"
